order_id,customer_id,order_date,product_name,category,quantity,unit_price,total_amount
ORD-021986,CUST-96612,2025-09-12,Denim Jeans,Apparel,5,2449.31,12246.55
ORD-022456,CUST-87963,2025-09-12,Denim Jeans,Apparel,1,1149.25,1149.25
ORD-022764,CUST-12319,2025-09-12,Denim Jeans,Apparel,1,1669.99,1669.99
ORD-023623,CUST-88943,2025-09-12,Backpack,Accessories,3,2417.83,7253.49
ORD-023659,CUST-36303,2025-09-12,Wireless Earbuds,Electronics,2,2205.64,4411.28
ORD-023894,CUST-21023,2025-09-12,Denim Jeans,Apparel,1,2496.58,2496.58
ORD-024422,CUST-73964,2025-09-12,Running Shoes,Footwear,1,578.73,578.73
ORD-024541,CUST-38072,2025-09-12,Casual T-Shirt,Apparel,2,994.45,1988.9
ORD-024858,CUST-11852,2025-09-12,Backpack,Accessories,2,599.2,1198.4
ORD-024986,CUST-37993,2025-09-12,Leather Wallet,Accessories,1,1792.97,1792.97
ORD-024987,CUST-35288,2025-09-12,Leather Wallet,Accessories,1,679.45,679.45
ORD-024994,CUST-18654,2025-09-12,Running Shoes,Footwear,1,393.49,393.49
ORD-025109,CUST-12274,2025-09-12,Running Shoes,Footwear,1,880.98,880.98
ORD-025436,CUST-72525,2025-09-12,Wireless Earbuds,Electronics,2,1714.86,3429.72
ORD-025525,CUST-60058,2025-09-12,Casual T-Shirt,Apparel,1,1279.51,1279.51
ORD-025770,CUST-12319,2025-09-12,Wireless Earbuds,Electronics,1,892.79,892.79
ORD-026622,CUST-51362,2025-09-12,Backpack,Accessories,1,2379.46,2379.46
ORD-026624,CUST-68155,2025-09-12,Backpack,Accessories,2,673.6,1347.2
ORD-026753,CUST-60478,2025-09-12,Running Shoes,Footwear,2,1162.23,2324.46
ORD-026956,CUST-32803,2025-09-12,Wireless Earbuds,Electronics,1,2052.46,2052.46
ORD-027247,CUST-14951,2025-09-12,Running Shoes,Footwear,1,1277.12,1277.12
ORD-027569,CUST-89398,2025-09-12,Leather Wallet,Accessories,2,1779.45,3558.9
ORD-027888,CUST-34527,2025-09-12,Casual T-Shirt,Apparel,2,941.49,1882.98
ORD-027917,CUST-76644,2025-09-12,Wireless Earbuds,Electronics,3,921.09,2763.27
ORD-028629,CUST-47296,2025-09-12,Denim Jeans,Apparel,1,2273.9,2273.9
ORD-028665,CUST-91249,2025-09-12,Backpack,Accessories,1,557.27,557.27
ORD-028690,CUST-77608,2025-09-12,Running Shoes,Footwear,1,2339.54,2339.54
ORD-029168,CUST-36712,2025-09-12,Wireless Earbuds,Electronics,1,2217.41,2217.41
ORD-029274,CUST-49506,2025-09-12,Wireless Earbuds,Electronics,1,344.89,344.89
ORD-029547,CUST-78015,2025-09-12,Leather Wallet,Accessories,1,827.16,827.16
ORD-029553,CUST-12296,2025-09-12,Denim Jeans,Apparel,2,960.25,1920.5
ORD-029614,CUST-56838,2025-09-12,Leather Wallet,Accessories,3,1958.33,5874.99
ORD-029756,CUST-52778,2025-09-12,Leather Wallet,Accessories,2,1961.96,3923.92
ORD-029915,CUST-67037,2025-09-12,Backpack,Accessories,4,715.98,2863.92
ORD-000879,CUST-98412,2025-09-13,Casual T-Shirt,Apparel,2,1671.05,3342.1
ORD-001857,CUST-91937,2025-09-13,Running Shoes,Footwear,1,596.51,596.51
ORD-001931,CUST-31178,2025-09-13,Leather Wallet,Accessories,1,1908.84,1908.84
ORD-002009,CUST-53174,2025-09-13,Denim Jeans,Apparel,1,1142.27,1142.27
ORD-002233,CUST-40144,2025-09-13,Backpack,Accessories,1,389.52,389.52
ORD-002515,CUST-23476,2025-09-13,Casual T-Shirt,Apparel,2,903.8,1807.6
ORD-002584,CUST-90903,2025-09-13,Running Shoes,Footwear,2,540.51,1081.02
ORD-002804,CUST-39657,2025-09-13,Denim Jeans,Apparel,2,894.49,1788.98
ORD-003202,CUST-58877,2025-09-13,Backpack,Accessories,2,1451.03,2902.06
ORD-003337,CUST-75808,2025-09-13,Casual T-Shirt,Apparel,1,855.57,855.57
ORD-003341,CUST-18029,2025-09-13,Wireless Earbuds,Electronics,1,2487.06,2487.06
ORD-003764,CUST-69032,2025-09-13,Backpack,Accessories,1,1193.29,1193.29
ORD-003800,CUST-50305,2025-09-13,Casual T-Shirt,Apparel,1,1502.09,1502.09
ORD-004008,CUST-71959,2025-09-13,Wireless Earbuds,Electronics,1,606.8,606.8
ORD-004396,CUST-52361,2025-09-13,Wireless Earbuds,Electronics,1,952.57,952.57
ORD-005602,CUST-76707,2025-09-13,Casual T-Shirt,Apparel,1,1532.4,1532.4
ORD-005844,CUST-94886,2025-09-13,Leather Wallet,Accessories,1,1380.47,1380.47
ORD-005868,CUST-87630,2025-09-13,Wireless Earbuds,Electronics,1,907.27,907.27
ORD-006341,CUST-61887,2025-09-13,Denim Jeans,Apparel,2,2035.23,4070.46
ORD-006352,CUST-65090,2025-09-13,Running Shoes,Footwear,1,2420.31,2420.31
ORD-006942,CUST-23967,2025-09-13,Backpack,Accessories,1,1062.43,1062.43
ORD-008042,CUST-72263,2025-09-13,Denim Jeans,Apparel,1,630.74,630.74
ORD-008461,CUST-69897,2025-09-13,Wireless Earbuds,Electronics,1,773.06,773.06
ORD-008627,CUST-70110,2025-09-13,Backpack,Accessories,1,2410.49,2410.49
ORD-009258,CUST-33537,2025-09-13,Running Shoes,Footwear,2,2003.93,4007.86
ORD-009289,CUST-68612,2025-09-13,Denim Jeans,Apparel,1,1816.74,1816.74
ORD-009454,CUST-12100,2025-09-13,Backpack,Accessories,2,612.5,1225.0
ORD-009760,CUST-34044,2025-09-13,Wireless Earbuds,Electronics,1,1947.22,1947.22
ORD-010248,CUST-81550,2025-09-13,Denim Jeans,Apparel,1,861.1,861.1
ORD-010416,CUST-58877,2025-09-13,Denim Jeans,Apparel,1,651.39,651.39
ORD-010477,CUST-80680,2025-09-13,Leather Wallet,Accessories,2,1630.71,3261.42
ORD-010826,CUST-74402,2025-09-13,Leather Wallet,Accessories,1,893.94,893.94
ORD-011149,CUST-49316,2025-09-13,Leather Wallet,Accessories,2,401.79,803.58
ORD-011202,CUST-62405,2025-09-13,Casual T-Shirt,Apparel,1,807.81,807.81
ORD-011217,CUST-46374,2025-09-13,Leather Wallet,Accessories,5,2163.27,10816.35
ORD-011480,CUST-65501,2025-09-13,Leather Wallet,Accessories,2,1567.31,3134.62
ORD-011680,CUST-40087,2025-09-13,Running Shoes,Footwear,2,2150.06,4300.12
ORD-013995,CUST-96643,2025-09-13,Casual T-Shirt,Apparel,1,448.28,448.28
ORD-014031,CUST-24669,2025-09-13,Wireless Earbuds,Electronics,1,2000.01,2000.01
ORD-014708,CUST-86907,2025-09-13,Denim Jeans,Apparel,1,819.15,819.15
ORD-014931,CUST-90683,2025-09-13,Backpack,Accessories,2,1666.0,3332.0
ORD-015071,CUST-84566,2025-09-13,Wireless Earbuds,Electronics,2,1419.34,2838.68
ORD-015373,CUST-24356,2025-09-13,Wireless Earbuds,Electronics,1,306.66,306.66
ORD-015488,CUST-52386,2025-09-13,Casual T-Shirt,Apparel,1,713.1,713.1
ORD-016721,CUST-51225,2025-09-13,Backpack,Accessories,1,472.03,472.03
ORD-016768,CUST-16547,2025-09-13,Backpack,Accessories,1,1382.1,1382.1
ORD-018131,CUST-67226,2025-09-13,Running Shoes,Footwear,2,734.57,1469.14
ORD-018303,CUST-29376,2025-09-13,Running Shoes,Footwear,2,355.22,710.44
ORD-018826,CUST-65838,2025-09-13,Wireless Earbuds,Electronics,1,2104.88,2104.88
ORD-019375,CUST-71019,2025-09-13,Wireless Earbuds,Electronics,1,1007.33,1007.33
ORD-019544,CUST-58803,2025-09-13,Denim Jeans,Apparel,2,2465.18,4930.36
ORD-019960,CUST-24096,2025-09-13,Denim Jeans,Apparel,1,430.72,430.72
ORD-020464,CUST-75705,2025-09-13,Leather Wallet,Accessories,1,2132.23,2132.23
ORD-020664,CUST-92028,2025-09-13,Denim Jeans,Apparel,1,418.03,418.03
ORD-021409,CUST-78003,2025-09-13,Casual T-Shirt,Apparel,1,880.21,880.21
ORD-021575,CUST-36561,2025-09-13,Denim Jeans,Apparel,4,1493.03,5972.12
ORD-022056,CUST-65511,2025-09-13,Backpack,Accessories,1,2267.38,2267.38
ORD-022853,CUST-53726,2025-09-13,Running Shoes,Footwear,1,852.06,852.06
ORD-022918,CUST-94250,2025-09-13,Casual T-Shirt,Apparel,2,902.56,1805.12
ORD-022922,CUST-46583,2025-09-13,Backpack,Accessories,1,981.25,981.25
ORD-023038,CUST-54369,2025-09-13,Wireless Earbuds,Electronics,5,1414.0,7070.0
ORD-024725,CUST-26549,2025-09-13,Backpack,Accessories,3,1494.76,4484.28
ORD-025143,CUST-52671,2025-09-13,Denim Jeans,Apparel,4,468.14,1872.56
ORD-025350,CUST-70623,2025-09-13,Leather Wallet,Accessories,1,416.5,416.5
ORD-025493,CUST-82633,2025-09-13,Backpack,Accessories,1,1887.77,1887.77
ORD-025617,CUST-50781,2025-09-13,Leather Wallet,Accessories,1,1948.05,1948.05
ORD-025817,CUST-30264,2025-09-13,Denim Jeans,Apparel,3,2221.07,6663.21
ORD-026120,CUST-94205,2025-09-13,Leather Wallet,Accessories,1,430.49,430.49
ORD-026251,CUST-62154,2025-09-13,Casual T-Shirt,Apparel,2,940.6,1881.2
ORD-026310,CUST-38615,2025-09-13,Denim Jeans,Apparel,1,1103.66,1103.66
ORD-026422,CUST-55550,2025-09-13,Wireless Earbuds,Electronics,2,2391.79,4783.58
ORD-026579,CUST-22693,2025-09-13,Casual T-Shirt,Apparel,3,1473.56,4420.68
ORD-027912,CUST-82398,2025-09-13,Running Shoes,Footwear,2,1520.83,3041.66
ORD-028386,CUST-95725,2025-09-13,Casual T-Shirt,Apparel,1,411.62,411.62
ORD-028435,CUST-91747,2025-09-13,Casual T-Shirt,Apparel,1,1829.37,1829.37
ORD-028436,CUST-92004,2025-09-13,Wireless Earbuds,Electronics,1,1197.9,1197.9
ORD-028828,CUST-40850,2025-09-13,Running Shoes,Footwear,2,2432.42,4864.84
ORD-029040,CUST-53280,2025-09-13,Running Shoes,Footwear,1,1635.45,1635.45
ORD-029187,CUST-26130,2025-09-13,Running Shoes,Footwear,1,343.34,343.34
ORD-029914,CUST-76555,2025-09-13,Denim Jeans,Apparel,2,1980.21,3960.42
ORD-000536,CUST-59147,2025-09-14,Running Shoes,Footwear,1,1207.3,1207.3
ORD-000841,CUST-64263,2025-09-14,Wireless Earbuds,Electronics,3,2418.54,7255.62
ORD-002700,CUST-40511,2025-09-14,Running Shoes,Footwear,3,1245.31,3735.93
ORD-002777,CUST-96762,2025-09-14,Casual T-Shirt,Apparel,1,1727.93,1727.93
ORD-002875,CUST-73561,2025-09-14,Leather Wallet,Accessories,1,321.3,321.3
ORD-003003,CUST-31615,2025-09-14,Denim Jeans,Apparel,1,406.39,406.39
ORD-003156,CUST-16569,2025-09-14,Running Shoes,Footwear,2,1198.92,2397.84
ORD-003383,CUST-25069,2025-09-14,Leather Wallet,Accessories,2,1779.85,3559.7
ORD-003812,CUST-74681,2025-09-14,Leather Wallet,Accessories,1,1944.32,1944.32
ORD-003839,CUST-38977,2025-09-14,Backpack,Accessories,1,1183.28,1183.28
ORD-004121,CUST-25056,2025-09-14,Wireless Earbuds,Electronics,2,509.31,1018.62
ORD-004172,CUST-92357,2025-09-14,Leather Wallet,Accessories,1,1340.74,1340.74
ORD-004297,CUST-28011,2025-09-14,Denim Jeans,Apparel,1,1542.57,1542.57
ORD-004394,CUST-70860,2025-09-14,Wireless Earbuds,Electronics,3,1995.74,5987.22
ORD-004953,CUST-21574,2025-09-14,Backpack,Accessories,1,2425.94,2425.94
ORD-005435,CUST-72235,2025-09-14,Leather Wallet,Accessories,1,1129.35,1129.35
ORD-006914,CUST-74791,2025-09-14,Casual T-Shirt,Apparel,1,1197.8,1197.8
ORD-007207,CUST-11048,2025-09-14,Running Shoes,Footwear,1,1182.11,1182.11
ORD-007615,CUST-36835,2025-09-14,Wireless Earbuds,Electronics,2,354.57,709.14
ORD-007662,CUST-73715,2025-09-14,Backpack,Accessories,1,1420.7,1420.7
ORD-008757,CUST-66537,2025-09-14,Denim Jeans,Apparel,1,2009.64,2009.64
ORD-008955,CUST-39849,2025-09-14,Denim Jeans,Apparel,2,826.38,1652.76
ORD-009074,CUST-34093,2025-09-14,Running Shoes,Footwear,3,444.13,1332.39
ORD-009656,CUST-87349,2025-09-14,Wireless Earbuds,Electronics,1,1516.64,1516.64
ORD-010440,CUST-99414,2025-09-14,Backpack,Accessories,1,1825.35,1825.35
ORD-010858,CUST-31782,2025-09-14,Wireless Earbuds,Electronics,1,2451.11,2451.11
ORD-011209,CUST-94368,2025-09-14,Denim Jeans,Apparel,1,1528.78,1528.78
ORD-011754,CUST-76690,2025-09-14,Leather Wallet,Accessories,1,1570.1,1570.1
ORD-011828,CUST-55614,2025-09-14,Leather Wallet,Accessories,1,1597.93,1597.93
ORD-012043,CUST-59924,2025-09-14,Backpack,Accessories,2,1134.34,2268.68
ORD-012858,CUST-44653,2025-09-14,Denim Jeans,Apparel,1,436.8,436.8
ORD-013697,CUST-76863,2025-09-14,Wireless Earbuds,Electronics,3,1770.73,5312.19
ORD-014343,CUST-57984,2025-09-14,Denim Jeans,Apparel,5,389.09,1945.45
ORD-014777,CUST-28555,2025-09-14,Wireless Earbuds,Electronics,1,1244.96,1244.96
ORD-015205,CUST-94946,2025-09-14,Leather Wallet,Accessories,1,1426.13,1426.13
ORD-015517,CUST-55574,2025-09-14,Wireless Earbuds,Electronics,1,1816.77,1816.77
ORD-016201,CUST-59534,2025-09-14,Running Shoes,Footwear,1,1326.88,1326.88
ORD-017411,CUST-97857,2025-09-14,Running Shoes,Footwear,2,1512.47,3024.94
ORD-017515,CUST-24802,2025-09-14,Leather Wallet,Accessories,3,1950.06,5850.18
ORD-018319,CUST-13775,2025-09-14,Leather Wallet,Accessories,1,832.14,832.14
ORD-018793,CUST-65838,2025-09-14,Wireless Earbuds,Electronics,1,1918.56,1918.56
ORD-018893,CUST-58199,2025-09-14,Running Shoes,Footwear,3,675.22,2025.66
ORD-019115,CUST-27769,2025-09-14,Backpack,Accessories,2,2410.7,4821.4
ORD-020441,CUST-63471,2025-09-14,Casual T-Shirt,Apparel,1,2268.48,2268.48
ORD-020944,CUST-53079,2025-09-14,Leather Wallet,Accessories,1,2317.72,2317.72
ORD-022427,CUST-45888,2025-09-14,Running Shoes,Footwear,1,2323.97,2323.97
ORD-022923,CUST-75408,2025-09-14,Denim Jeans,Apparel,1,1404.5,1404.5
ORD-023136,CUST-60054,2025-09-14,Casual T-Shirt,Apparel,1,2193.33,2193.33
ORD-023445,CUST-90249,2025-09-14,Running Shoes,Footwear,2,734.82,1469.64
ORD-023746,CUST-81535,2025-09-14,Backpack,Accessories,1,1321.36,1321.36
ORD-023831,CUST-65389,2025-09-14,Denim Jeans,Apparel,1,623.88,623.88
ORD-024328,CUST-84829,2025-09-14,Leather Wallet,Accessories,1,1462.91,1462.91
ORD-024476,CUST-32589,2025-09-14,Leather Wallet,Accessories,1,1541.25,1541.25
ORD-024623,CUST-75969,2025-09-14,Wireless Earbuds,Electronics,1,1496.84,1496.84
ORD-024679,CUST-75808,2025-09-14,Leather Wallet,Accessories,2,2429.63,4859.26
ORD-024972,CUST-39831,2025-09-14,Backpack,Accessories,1,1880.02,1880.02
ORD-025257,CUST-27929,2025-09-14,Denim Jeans,Apparel,1,1394.41,1394.41
ORD-025523,CUST-12981,2025-09-14,Running Shoes,Footwear,1,1223.03,1223.03
ORD-025737,CUST-81459,2025-09-14,Running Shoes,Footwear,1,872.72,872.72
ORD-025803,CUST-11852,2025-09-14,Leather Wallet,Accessories,2,1681.64,3363.28
ORD-025816,CUST-17221,2025-09-14,Casual T-Shirt,Apparel,1,1524.87,1524.87
ORD-025818,CUST-56530,2025-09-14,Leather Wallet,Accessories,1,320.31,320.31
ORD-025911,CUST-99824,2025-09-14,Casual T-Shirt,Apparel,2,568.57,1137.14
ORD-025994,CUST-35380,2025-09-14,Leather Wallet,Accessories,2,595.05,1190.1
ORD-026736,CUST-45946,2025-09-14,Backpack,Accessories,1,1029.27,1029.27
ORD-026940,CUST-12453,2025-09-14,Denim Jeans,Apparel,1,2283.79,2283.79
ORD-027121,CUST-16229,2025-09-14,Denim Jeans,Apparel,2,824.54,1649.08
ORD-027448,CUST-65511,2025-09-14,Casual T-Shirt,Apparel,1,643.33,643.33
ORD-027797,CUST-28730,2025-09-14,Denim Jeans,Apparel,2,2137.87,4275.74
ORD-028279,CUST-13706,2025-09-14,Wireless Earbuds,Electronics,2,918.58,1837.16
ORD-001784,CUST-23976,2025-09-15,Wireless Earbuds,Electronics,4,1290.62,5162.48
ORD-001858,CUST-97884,2025-09-15,Backpack,Accessories,3,2033.85,6101.55
ORD-001938,CUST-78255,2025-09-15,Wireless Earbuds,Electronics,2,409.07,818.14
ORD-001965,CUST-48015,2025-09-15,Casual T-Shirt,Apparel,2,1328.69,2657.38
ORD-002143,CUST-56173,2025-09-15,Wireless Earbuds,Electronics,2,1876.47,3752.94
ORD-003231,CUST-38053,2025-09-15,Denim Jeans,Apparel,3,1644.39,4933.17
ORD-003803,CUST-77338,2025-09-15,Denim Jeans,Apparel,1,783.29,783.29
ORD-004277,CUST-42414,2025-09-15,Leather Wallet,Accessories,2,2392.91,4785.82
ORD-004727,CUST-35287,2025-09-15,Running Shoes,Footwear,2,486.46,972.92
ORD-004993,CUST-26990,2025-09-15,Running Shoes,Footwear,1,660.07,660.07
ORD-005131,CUST-73799,2025-09-15,Denim Jeans,Apparel,1,342.68,342.68
ORD-005182,CUST-71288,2025-09-15,Running Shoes,Footwear,3,2070.18,6210.54
ORD-005210,CUST-24148,2025-09-15,Leather Wallet,Accessories,4,589.56,2358.24
ORD-006384,CUST-27409,2025-09-15,Backpack,Accessories,2,1827.35,3654.7
ORD-006413,CUST-49525,2025-09-15,Running Shoes,Footwear,1,2428.12,2428.12
ORD-006660,CUST-12924,2025-09-15,Casual T-Shirt,Apparel,1,953.8,953.8
ORD-006672,CUST-71857,2025-09-15,Casual T-Shirt,Apparel,1,1694.98,1694.98
ORD-006714,CUST-46762,2025-09-15,Denim Jeans,Apparel,2,2118.57,4237.14
ORD-008653,CUST-53711,2025-09-15,Wireless Earbuds,Electronics,5,1598.0,7990.0
ORD-008895,CUST-90993,2025-09-15,Wireless Earbuds,Electronics,2,1888.04,3776.08
ORD-009191,CUST-21609,2025-09-15,Backpack,Accessories,2,974.31,1948.62
ORD-009985,CUST-66980,2025-09-15,Leather Wallet,Accessories,2,548.36,1096.72
ORD-010086,CUST-63797,2025-09-15,Denim Jeans,Apparel,1,1095.92,1095.92
ORD-010282,CUST-85769,2025-09-15,Running Shoes,Footwear,1,580.37,580.37
ORD-010451,CUST-23990,2025-09-15,Running Shoes,Footwear,2,336.73,673.46
ORD-010997,CUST-84363,2025-09-15,Casual T-Shirt,Apparel,1,1457.35,1457.35
ORD-011548,CUST-80680,2025-09-15,Running Shoes,Footwear,1,1714.31,1714.31
ORD-011753,CUST-60588,2025-09-15,Backpack,Accessories,1,1350.88,1350.88
ORD-011769,CUST-67391,2025-09-15,Leather Wallet,Accessories,1,707.75,707.75
ORD-011823,CUST-52993,2025-09-15,Leather Wallet,Accessories,3,1549.01,4647.03
ORD-011907,CUST-98650,2025-09-15,Leather Wallet,Accessories,2,686.38,1372.76
ORD-011925,CUST-30317,2025-09-15,Casual T-Shirt,Apparel,2,1532.86,3065.72
ORD-012178,CUST-62026,2025-09-15,Leather Wallet,Accessories,2,1793.07,3586.14
ORD-012914,CUST-42762,2025-09-15,Wireless Earbuds,Electronics,1,1986.16,1986.16
ORD-013175,CUST-53231,2025-09-15,Denim Jeans,Apparel,1,497.26,497.26
ORD-013649,CUST-80213,2025-09-15,Running Shoes,Footwear,1,787.94,787.94
ORD-013737,CUST-27893,2025-09-15,Running Shoes,Footwear,1,2382.08,2382.08
ORD-014006,CUST-36858,2025-09-15,Backpack,Accessories,5,1813.3,9066.5
ORD-014035,CUST-19313,2025-09-15,Wireless Earbuds,Electronics,2,1802.08,3604.16
ORD-014127,CUST-85911,2025-09-15,Leather Wallet,Accessories,2,991.08,1982.16
ORD-014480,CUST-79448,2025-09-15,Running Shoes,Footwear,1,2225.06,2225.06
ORD-014947,CUST-51091,2025-09-15,Casual T-Shirt,Apparel,2,1872.84,3745.68
ORD-015103,CUST-60503,2025-09-15,Casual T-Shirt,Apparel,1,1906.45,1906.45
ORD-016618,CUST-66345,2025-09-15,Backpack,Accessories,1,1899.15,1899.15
ORD-016680,CUST-22228,2025-09-15,Backpack,Accessories,1,1511.65,1511.65
ORD-016931,CUST-11374,2025-09-15,Casual T-Shirt,Apparel,1,622.11,622.11
ORD-017208,CUST-58494,2025-09-15,Running Shoes,Footwear,3,710.13,2130.39
ORD-017911,CUST-94138,2025-09-15,Leather Wallet,Accessories,1,630.91,630.91
ORD-018258,CUST-49425,2025-09-15,Wireless Earbuds,Electronics,1,1881.68,1881.68
ORD-018661,CUST-29569,2025-09-15,Casual T-Shirt,Apparel,1,1093.63,1093.63
ORD-019166,CUST-35702,2025-09-15,Denim Jeans,Apparel,3,2057.41,6172.23
ORD-019405,CUST-55977,2025-09-15,Casual T-Shirt,Apparel,1,2414.08,2414.08
ORD-019477,CUST-44214,2025-09-15,Leather Wallet,Accessories,5,2491.45,12457.25
ORD-019636,CUST-16898,2025-09-15,Wireless Earbuds,Electronics,2,1546.98,3093.96
ORD-019641,CUST-44863,2025-09-15,Denim Jeans,Apparel,2,557.66,1115.32
ORD-020327,CUST-59800,2025-09-15,Denim Jeans,Apparel,1,497.83,497.83
ORD-020433,CUST-40511,2025-09-15,Wireless Earbuds,Electronics,1,324.99,324.99
ORD-020446,CUST-87352,2025-09-15,Casual T-Shirt,Apparel,4,2462.92,9851.68
ORD-020538,CUST-36561,2025-09-15,Casual T-Shirt,Apparel,3,776.63,2329.89
ORD-020643,CUST-70685,2025-09-15,Wireless Earbuds,Electronics,2,1047.44,2094.88
ORD-021496,CUST-12760,2025-09-15,Leather Wallet,Accessories,1,2206.09,2206.09
ORD-022275,CUST-34005,2025-09-15,Casual T-Shirt,Apparel,1,1226.57,1226.57
ORD-022523,CUST-14270,2025-09-15,Running Shoes,Footwear,2,730.6,1461.2
ORD-022846,CUST-58054,2025-09-15,Backpack,Accessories,1,2131.83,2131.83
ORD-023344,CUST-99839,2025-09-15,Casual T-Shirt,Apparel,1,1643.7,1643.7
ORD-023927,CUST-35054,2025-09-15,Backpack,Accessories,2,1515.74,3031.48
ORD-025283,CUST-44732,2025-09-15,Casual T-Shirt,Apparel,1,685.56,685.56
ORD-025380,CUST-20380,2025-09-15,Leather Wallet,Accessories,1,864.86,864.86
ORD-025491,CUST-14191,2025-09-15,Wireless Earbuds,Electronics,2,691.83,1383.66
ORD-026507,CUST-32226,2025-09-15,Leather Wallet,Accessories,1,1416.99,1416.99
ORD-026636,CUST-83762,2025-09-15,Casual T-Shirt,Apparel,1,1482.42,1482.42
ORD-026668,CUST-22396,2025-09-15,Wireless Earbuds,Electronics,1,526.76,526.76
ORD-027761,CUST-77048,2025-09-15,Backpack,Accessories,2,1356.69,2713.38
ORD-027826,CUST-62137,2025-09-15,Running Shoes,Footwear,1,748.32,748.32
ORD-028075,CUST-36858,2025-09-15,Leather Wallet,Accessories,2,2195.05,4390.1
ORD-028202,CUST-58199,2025-09-15,Wireless Earbuds,Electronics,1,882.31,882.31
ORD-028259,CUST-47242,2025-09-15,Denim Jeans,Apparel,1,1489.67,1489.67
ORD-028725,CUST-12936,2025-09-15,Running Shoes,Footwear,2,2496.36,4992.72
ORD-028869,CUST-23476,2025-09-15,Backpack,Accessories,2,848.3,1696.6
ORD-029135,CUST-15378,2025-09-15,Wireless Earbuds,Electronics,2,1307.82,2615.64
ORD-029586,CUST-34122,2025-09-15,Casual T-Shirt,Apparel,1,1032.64,1032.64
ORD-029594,CUST-37838,2025-09-15,Wireless Earbuds,Electronics,1,1525.94,1525.94
ORD-029708,CUST-81768,2025-09-15,Leather Wallet,Accessories,2,1206.42,2412.84
ORD-029863,CUST-62182,2025-09-15,Running Shoes,Footwear,1,2010.15,2010.15
ORD-000179,CUST-94748,2025-09-16,Casual T-Shirt,Apparel,5,1354.35,6771.75
ORD-001410,CUST-99745,2025-09-16,Denim Jeans,Apparel,1,1335.73,1335.73
ORD-001703,CUST-68612,2025-09-16,Denim Jeans,Apparel,2,2326.0,4652.0
ORD-002122,CUST-65392,2025-09-16,Leather Wallet,Accessories,1,1118.35,1118.35
ORD-002639,CUST-37035,2025-09-16,Wireless Earbuds,Electronics,1,955.3,955.3
ORD-002831,CUST-52361,2025-09-16,Denim Jeans,Apparel,1,2136.71,2136.71
ORD-003136,CUST-91747,2025-09-16,Leather Wallet,Accessories,3,1329.37,3988.11
ORD-003148,CUST-44253,2025-09-16,Casual T-Shirt,Apparel,2,1080.25,2160.5
ORD-004154,CUST-66863,2025-09-16,Backpack,Accessories,1,749.4,749.4
ORD-004372,CUST-10953,2025-09-16,Casual T-Shirt,Apparel,1,1594.78,1594.78
ORD-004738,CUST-56634,2025-09-16,Denim Jeans,Apparel,1,736.82,736.82
ORD-005274,CUST-58103,2025-09-16,Denim Jeans,Apparel,1,2414.02,2414.02
ORD-005648,CUST-62731,2025-09-16,Backpack,Accessories,1,2189.76,2189.76
ORD-006141,CUST-46291,2025-09-16,Wireless Earbuds,Electronics,2,533.01,1066.02
ORD-006357,CUST-56369,2025-09-16,Leather Wallet,Accessories,1,492.07,492.07
ORD-006388,CUST-89759,2025-09-16,Denim Jeans,Apparel,1,1488.36,1488.36
ORD-008072,CUST-75408,2025-09-16,Wireless Earbuds,Electronics,1,2480.79,2480.79
ORD-008153,CUST-32697,2025-09-16,Leather Wallet,Accessories,1,2474.34,2474.34
ORD-008565,CUST-71600,2025-09-16,Denim Jeans,Apparel,1,1943.83,1943.83
ORD-009208,CUST-26152,2025-09-16,Leather Wallet,Accessories,2,774.9,1549.8
ORD-009218,CUST-64772,2025-09-16,Leather Wallet,Accessories,3,673.94,2021.82
ORD-009899,CUST-39176,2025-09-16,Casual T-Shirt,Apparel,1,1758.28,1758.28
ORD-010236,CUST-20153,2025-09-16,Backpack,Accessories,1,592.58,592.58
ORD-010242,CUST-38063,2025-09-16,Leather Wallet,Accessories,1,701.65,701.65
ORD-010507,CUST-55932,2025-09-16,Wireless Earbuds,Electronics,1,1637.81,1637.81
ORD-011213,CUST-28031,2025-09-16,Backpack,Accessories,1,2057.44,2057.44
ORD-011235,CUST-26316,2025-09-16,Wireless Earbuds,Electronics,1,329.42,329.42
ORD-011278,CUST-31346,2025-09-16,Wireless Earbuds,Electronics,1,2219.06,2219.06
ORD-011997,CUST-10191,2025-09-16,Leather Wallet,Accessories,3,2324.07,6972.21
ORD-012159,CUST-15378,2025-09-16,Leather Wallet,Accessories,1,1870.74,1870.74
ORD-012583,CUST-20852,2025-09-16,Casual T-Shirt,Apparel,1,1160.57,1160.57
ORD-012614,CUST-25810,2025-09-16,Running Shoes,Footwear,1,2159.1,2159.1
ORD-012624,CUST-96698,2025-09-16,Wireless Earbuds,Electronics,2,1962.88,3925.76
ORD-012810,CUST-18569,2025-09-16,Denim Jeans,Apparel,1,2291.77,2291.77
ORD-013174,CUST-53435,2025-09-16,Leather Wallet,Accessories,1,1227.06,1227.06
ORD-013178,CUST-67253,2025-09-16,Running Shoes,Footwear,1,1816.58,1816.58
ORD-013963,CUST-93281,2025-09-16,Running Shoes,Footwear,2,1613.51,3227.02
ORD-014296,CUST-15028,2025-09-16,Casual T-Shirt,Apparel,1,1960.83,1960.83
